sku,name_create,content,num_star,date_time,tags
macbook-neo-13-a18-pro-6-cpu-5-gpu-8gb-256gb,Nguyễn Tấn Tài,WOW vip . San pham ấn tượng,5,Đánh giá đã đăng vào 2 tháng trước,
macbook-neo-13-a18-pro-6-cpu-5-gpu-8gb-512gb,coor nhep,"Mình là giáo viên, nhưng trường mình ko có thẻ giáo viên thì phải làm ntn?",5,Đánh giá đã đăng vào 1 tuần trước,"Thời lượng pin Cực khoẻ|Hiệu năng Mượt mà, đa nhiệm tốt|Chất lượng hiển thị của màn hình Siêu đẹp"
macbook-air-13-m5-10-cpu-8-gpu-16gb-512gb,Nguyễn Gia Bảo,sl tok phì hợpp,5,Đánh giá đã đăng vào 2 tháng trước,
macbook-air-13-m5-10-cpu-8-gpu-16gb-512gb,Nguyễn Gia Bảo,sản phẩm tốt phụ hợp voi gia ca,5,Đánh giá đã đăng vào 2 tháng trước,
macbook-air-13-m5-10-cpu-8-gpu-16gb-512gb,Nguyễn Việt Anh,"san pham tot, phu hop voi gia ca",5,Đánh giá đã đăng vào 2 tháng trước,"Thời lượng pin Cực khoẻ|Hiệu năng Mượt mà, đa nhiệm tốt|Chất lượng hiển thị của màn hình Siêu đẹp"
macbook-air-13-m5-10-cpu-8-gpu-16gb-512gb,Nguyễn Việt Anh,"san pham tot, phu hop voi gia ca",5,Đánh giá đã đăng vào 2 tháng trước,"Thời lượng pin Cực khoẻ|Hiệu năng Mượt mà, đa nhiệm tốt|Chất lượng hiển thị của màn hình Siêu đẹp"
macbook-air-13-m5-10-cpu-8-gpu-16gb-512gb,Nguyễn Việt Anh,"san pham tot, phu hop voi gia ca",5,Đánh giá đã đăng vào 2 tháng trước,"Thời lượng pin Cực khoẻ|Hiệu năng Mượt mà, đa nhiệm tốt|Chất lượng hiển thị của màn hình Siêu đẹp"
macbook-air-13-m5-10-cpu-8-gpu-16gb-512gb,Nguyễn Việt Anh,"san pham tot, phu hop voi gia ca",5,Đánh giá đã đăng vào 2 tháng trước,"Thời lượng pin Cực khoẻ|Hiệu năng Mượt mà, đa nhiệm tốt|Chất lượng hiển thị của màn hình Siêu đẹp"
macbook-air-13-m5-10-cpu-8-gpu-16gb-512gb,Nguyễn Việt Anh,"san pham tot, phu hop voi gia ca",5,Đánh giá đã đăng vào 2 tháng trước,"Thời lượng pin Cực khoẻ|Hiệu năng Mượt mà, đa nhiệm tốt|Chất lượng hiển thị của màn hình Siêu đẹp"
macbook-air-13-m5-10-cpu-8-gpu-16gb-512gb,Nguyễn Việt Anh,"san pham tot, phu hop voi gia ca",5,Đánh giá đã đăng vào 2 tháng trước,"Thời lượng pin Cực khoẻ|Hiệu năng Mượt mà, đa nhiệm tốt|Chất lượng hiển thị của màn hình Siêu đẹp"
macbook-air-13-m5-10-cpu-8-gpu-16gb-512gb,Tuan Duy,"san pham tot, phu hop voi gia ca",5,Đánh giá đã đăng vào 2 tháng trước,"Thời lượng pin Cực khoẻ|Hiệu năng Mượt mà, đa nhiệm tốt|Chất lượng hiển thị của màn hình Siêu đẹp"
macbook-air-13-m5-10-cpu-8-gpu-16gb-512gb,Tuan Duy,"san pham tot, phu hop voi gia ca",5,Đánh giá đã đăng vào 2 tháng trước,"Thời lượng pin Cực khoẻ|Hiệu năng Mượt mà, đa nhiệm tốt|Chất lượng hiển thị của màn hình Siêu đẹp"
macbook-air-13-m5-10-cpu-8-gpu-16gb-512gb,Kiên Middle,Bản RAM16Gb-ROM512Gb,5,Đánh giá đã đăng vào 2 tháng trước,"Thời lượng pin Cực khoẻ|Hiệu năng Mượt mà, đa nhiệm tốt|Chất lượng hiển thị của màn hình Siêu đẹp"
macbook-pro-14-m5-pro-15cpu-16-gpu-24gb-1tb,Anh Bao,"san pham tot, chat luong dich vu tot",5,Đánh giá đã đăng vào 4 tuần trước,
macbook-pro-14-m5-pro-15cpu-16-gpu-24gb-1tb,Nguyễn Tuấn Hưng,sắp về là bao giờ vậy ạ,5,Đánh giá đã đăng vào 2 tháng trước,
mac-mini-m4-2024-16gb-256gb,anh Nguyễn Minh,Mình mún tìm hiểu về mac mini m4 bản 16G 240G,5,Đánh giá đã đăng vào 1 tháng trước,"Thời lượng pin Cực khoẻ|Hiệu năng Mượt mà, đa nhiệm tốt|Chất lượng hiển thị của màn hình Siêu đẹp"
